Time,GPU0_Mem,GPU0_Util,GPU1_Mem,GPU1_Util,GPU2_Mem,GPU2_Util,GPU3_Mem,GPU3_Util,GPU4_Mem,GPU4_Util,GPU5_Mem,GPU5_Util,GPU6_Mem,GPU6_Util,GPU7_Mem,GPU7_Util,CPU_Mem(GiB),Load,CPU_Util(%),Disk_Overlay(GiB)
03:40:49,45174,0,45174,0,45174,0,45174,1,45174,1,45174,1,45174,0,45174,1,122.8,20.68,24.2,941.0
03:40:51,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,122.9,20.87,24.6,941.0
03:40:54,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,122.8,20.87,24.9,941.0
03:40:56,45174,0,45174,0,45174,0,45174,1,45174,0,45174,0,45174,0,45174,0,122.8,21.04,24.0,941.0
03:40:58,45174,0,45174,1,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,122.7,21.04,24.8,941.0
03:41:00,45174,0,45174,1,45174,0,45174,0,45174,0,45174,0,45174,1,45174,0,122.7,21.04,25.6,941.1
03:41:02,45174,0,45174,1,45174,1,45174,0,45174,0,45174,0,45174,1,45174,0,121.9,21.28,24.4,941.1
03:41:04,45174,0,45174,0,45174,0,45174,0,45174,0,45174,1,45174,0,45174,0,121.9,21.28,23.7,941.1
03:41:06,45174,1,45174,1,45174,1,45174,0,45174,0,45174,0,45174,0,45174,0,121.8,21.33,23.9,941.1
03:41:08,45174,1,45174,1,45174,1,45174,0,45174,1,45174,1,45174,0,45174,0,121.8,21.33,24.7,941.1
03:41:11,45174,1,45174,1,45174,1,45174,0,45174,0,45174,0,45174,1,45174,0,121.8,21.33,24.2,941.1
03:41:13,45174,0,45174,1,45174,0,45174,0,45174,1,45174,0,45174,0,45174,0,121.8,21.47,23.9,941.0
03:41:15,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,121.8,21.47,23.1,941.0
03:41:17,45174,1,45174,1,45174,1,45174,1,45174,0,45174,1,45174,0,45174,0,121.8,21.51,24.6,941.0
03:41:19,45174,0,45174,0,45174,0,45174,0,45174,1,45174,0,45174,0,45174,0,121.8,21.51,24.6,941.0
03:41:21,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,121.8,21.47,23.9,941.0
03:41:23,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,122.2,21.47,23.6,941.0
03:41:25,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,122.2,21.47,23.6,941.0
03:41:27,45174,1,45174,1,45174,0,45174,0,45174,0,45174,0,45174,1,45174,0,122.3,21.51,23.8,941.0
03:41:30,45174,1,45174,1,45174,1,45174,1,45174,0,45174,1,45174,1,45174,1,122.4,21.51,24.9,941.0
03:41:32,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,122.4,21.47,24.2,941.0
03:41:34,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,122.4,21.47,23.8,941.0
03:41:36,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,1,45174,0,122.4,21.43,23.0,941.0
03:41:38,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,122.4,21.43,23.9,941.0
03:41:40,45174,1,45174,1,45174,0,45174,1,45174,0,45174,1,45174,1,45174,1,122.4,21.43,24.4,941.0
03:41:42,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,1,122.4,21.48,24.4,941.0
03:41:44,45174,1,45174,1,45174,1,45174,0,45174,0,45174,0,45174,1,45174,0,122.4,21.48,23.9,941.0
03:41:47,45174,1,45174,0,45174,0,45174,0,45174,0,45174,0,45174,1,45174,0,122.5,21.60,23.9,941.0
03:41:49,45174,1,45174,1,45174,1,45174,1,45174,1,45174,1,45174,1,45174,0,122.4,21.60,24.8,941.1
03:41:51,45174,0,45174,0,45174,0,45174,1,45174,0,45174,1,45174,1,45174,0,122.5,21.63,25.0,941.1
03:41:53,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,122.5,21.63,24.8,941.1
03:41:55,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,122.4,21.63,23.1,941.1
03:41:57,45174,1,45174,0,45174,0,45174,1,45174,1,45174,1,45174,1,45174,1,122.5,21.90,24.6,941.1
03:41:59,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,1,122.5,21.90,24.1,941.1
03:42:01,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,122.5,21.99,25.9,941.1
03:42:04,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,1,45174,0,122.5,21.99,23.8,941.1
03:42:06,45174,0,45174,0,45174,1,45174,0,45174,0,45174,0,45174,0,45174,1,122.4,21.99,23.8,941.1
03:42:08,45174,0,45174,0,45174,0,45174,0,45174,1,45174,1,45174,1,45174,1,122.5,21.91,23.2,941.1
03:42:10,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,121.8,21.91,24.8,941.1
03:42:12,45174,0,45174,0,45174,0,45174,1,45174,1,45174,1,45174,0,45174,1,122.4,21.92,24.1,941.1
03:42:14,45174,1,45174,1,45174,0,45174,1,45174,1,45174,1,45174,1,45174,1,122.3,21.92,24.9,941.0
03:42:16,45174,0,45174,1,45174,0,45174,1,45174,0,45174,1,45174,1,45174,1,122.2,21.93,23.9,941.0
03:42:18,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,123.0,21.93,24.6,941.0
03:42:21,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,122.9,21.93,24.8,941.0
03:42:23,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,122.9,21.85,24.6,941.0
03:42:25,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,122.9,21.85,23.6,941.0
03:42:27,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,122.6,21.86,23.7,941.0
03:42:29,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,122.6,21.86,24.5,941.0
03:42:31,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,122.6,21.87,23.8,941.0
03:42:33,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,122.4,21.87,23.3,941.0
03:42:35,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,122.5,21.87,22.7,941.0
03:42:38,45174,1,45174,0,45174,0,45174,0,45174,1,45174,0,45174,1,45174,0,122.6,21.80,24.7,941.0
03:42:40,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,122.7,21.80,25.3,941.1
03:42:42,45174,0,45174,0,45174,0,45174,1,45174,1,45174,1,45174,1,45174,1,122.7,21.98,23.3,941.1
03:42:44,45174,1,45174,0,45174,1,45174,0,45174,1,45174,0,45174,0,45174,0,122.8,21.98,23.6,941.1
03:42:46,45174,1,45174,1,45174,1,45174,1,45174,1,45174,1,45174,1,45174,1,121.8,22.06,23.6,941.1
03:42:48,45174,0,45174,0,45174,0,45174,1,45174,0,45174,1,45174,0,45174,1,121.8,22.06,27.1,941.2
03:42:50,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,121.5,22.06,25.6,941.2
03:42:52,45174,1,45174,1,45174,1,45174,1,45174,1,45174,1,45174,0,45174,1,121.7,22.14,24.0,941.0
03:42:55,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,123.0,22.14,23.8,941.0
03:42:57,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,1,45174,0,123.0,22.21,24.8,941.0
03:42:59,45174,0,45174,1,45174,0,45174,0,45174,0,45174,0,45174,1,45174,0,121.5,22.21,24.8,941.0
03:43:01,45174,0,45174,1,45174,0,45174,0,45174,1,45174,0,45174,0,45174,0,121.6,22.35,25.7,941.0
03:43:03,45174,0,45174,1,45174,0,45174,1,45174,0,45174,0,45174,0,45174,1,121.5,22.35,24.4,941.0
03:43:05,45174,0,45174,0,45174,0,45174,1,45174,0,45174,1,45174,0,45174,1,122.2,22.35,24.0,941.0
03:43:07,45174,1,45174,1,45174,1,45174,1,45174,0,45174,1,45174,0,45174,1,122.6,22.40,26.1,941.0
03:43:09,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,122.8,22.40,24.9,941.0
03:43:11,45174,1,45174,1,45174,1,45174,0,45174,1,45174,0,45174,0,45174,0,122.3,22.29,23.8,941.0
03:43:14,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,122.8,22.29,24.1,941.0
03:43:16,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,122.8,22.29,24.2,941.0
03:43:18,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,121.8,22.19,23.2,941.0
03:43:20,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,1,121.6,22.19,24.8,941.0
03:43:22,45174,0,45174,1,45174,0,45174,0,45174,1,45174,0,45174,1,45174,0,122.5,22.09,24.2,941.0
03:43:24,45174,0,45174,0,45174,1,45174,1,45174,0,45174,1,45174,0,45174,0,123.1,22.09,25.1,941.0
03:43:26,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,122.3,22.00,23.4,941.0
03:43:28,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,123.2,22.00,24.1,941.1
03:43:30,45174,1,45174,1,45174,0,45174,0,45174,0,45174,0,45174,1,45174,0,123.3,22.00,24.6,941.1
03:43:33,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,123.3,22.16,26.1,941.0
03:43:35,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,123.2,22.16,24.3,941.0
03:43:37,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,123.3,22.07,23.6,941.0
03:43:39,45174,1,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,123.4,22.07,25.3,941.0
03:43:41,45174,1,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,1,123.3,21.98,24.0,941.0
03:43:43,45174,0,45174,0,45174,0,45174,1,45174,1,45174,0,45174,0,45174,0,123.3,21.98,24.3,940.9
03:43:45,45174,0,45174,0,45174,0,45174,0,45174,1,45174,1,45174,0,45174,0,121.9,21.98,24.8,940.9
03:43:47,45174,1,45174,1,45174,1,45174,0,45174,1,45174,0,45174,0,45174,0,123.3,21.91,23.8,941.0
03:43:50,45174,1,45174,0,45174,1,45174,0,45174,0,45174,1,45174,2,45174,1,121.6,21.91,26.4,941.1
03:43:52,45174,0,45174,0,45174,1,45174,0,45174,1,45174,0,45174,0,45174,0,123.1,21.83,23.7,941.1
03:43:54,45174,0,45174,0,45174,0,45174,1,45174,0,45174,1,45174,0,45174,1,122.0,21.83,24.8,941.0
03:43:56,45174,1,45174,0,45174,0,45174,0,45174,1,45174,0,45174,0,45174,0,121.5,21.77,24.6,941.0
03:43:58,45174,0,45174,1,45174,1,45174,1,45174,0,45174,1,45174,0,45174,0,121.4,21.77,25.1,941.0
03:44:00,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,121.6,21.77,26.3,941.0
03:44:02,45174,0,45174,0,45174,0,45174,1,45174,1,45174,1,45174,0,45174,1,121.7,21.87,26.1,941.0
03:44:04,45174,1,45174,0,45174,1,45174,0,45174,1,45174,0,45174,1,45174,0,122.7,21.87,25.2,941.0
03:44:07,45174,1,45174,0,45174,0,45174,0,45174,0,45174,0,45174,1,45174,0,122.7,21.88,24.8,941.0
03:44:09,45174,0,45174,1,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,122.8,21.88,23.7,941.0
03:44:11,45174,1,45174,1,45174,1,45174,1,45174,1,45174,1,45174,0,45174,1,123.0,21.89,25.7,941.0
03:44:13,45174,1,45174,0,45174,1,45174,0,45174,0,45174,0,45174,1,45174,0,123.0,21.89,23.3,941.0
03:44:15,45174,0,45174,0,45174,0,45174,1,45174,1,45174,1,45174,0,45174,1,122.8,21.89,24.1,941.0
03:44:17,45174,0,45174,0,45174,0,45174,1,45174,1,45174,1,45174,0,45174,1,122.9,21.90,24.3,941.0
03:44:19,45174,0,45174,0,45174,0,45174,0,45174,0,45174,1,45174,1,45174,0,122.9,21.90,24.4,941.0
03:44:21,45174,1,45174,1,45174,0,45174,0,45174,1,45174,0,45174,0,45174,0,123.0,22.06,25.0,941.0
03:44:23,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,123.0,22.06,23.8,941.0
03:44:26,45174,1,45174,1,45174,1,45174,0,45174,1,45174,1,45174,1,45174,0,122.9,22.06,24.4,941.0
03:44:28,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,122.9,22.06,23.2,941.0
03:44:30,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,123.0,22.06,24.4,941.0
03:44:32,45174,0,45174,1,45174,1,45174,1,45174,1,45174,1,45174,0,45174,1,122.8,22.22,24.3,941.0
03:44:34,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,122.9,22.22,24.6,941.0
03:44:36,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,1,45174,0,122.8,22.20,23.8,941.0
03:44:38,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,123.0,22.20,23.6,941.0
03:44:40,45174,0,45174,0,45174,0,45174,0,45174,1,45174,0,45174,0,45174,0,122.9,22.20,24.9,941.0
03:44:43,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,1,45174,0,123.0,22.10,23.9,941.0
03:44:45,45174,0,45174,0,45174,0,45174,0,45174,1,45174,1,45174,0,45174,1,122.1,22.10,24.2,941.0
03:44:47,45174,0,45174,0,45174,0,45174,0,45174,0,45174,1,45174,0,45174,0,122.1,22.01,24.6,941.0
03:44:49,45174,0,45174,1,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,122.8,22.01,25.6,941.0
03:44:51,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,121.7,22.17,25.6,941.0
03:44:53,45174,1,45174,0,45174,1,45174,0,45174,0,45174,0,45174,0,45174,0,121.9,22.17,24.1,941.0
03:44:55,45174,1,45174,1,45174,0,45174,0,45174,1,45174,0,45174,0,45174,1,122.0,22.17,23.8,941.0
03:44:57,45174,0,45174,0,45174,1,45174,0,45174,1,45174,0,45174,0,45174,0,121.9,22.16,24.8,941.0
03:44:59,45174,1,45174,1,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,122.1,22.16,23.6,941.1
03:45:02,45174,0,45174,1,45174,0,45174,1,45174,0,45174,0,45174,0,45174,0,122.2,22.47,24.8,941.1
03:45:04,45174,1,45174,1,45174,1,45174,1,45174,0,45174,1,45174,1,45174,0,122.0,22.47,25.8,941.1
03:45:06,45174,0,45174,1,45174,0,45174,1,45174,0,45174,1,45174,0,45174,0,121.8,22.47,23.5,941.1
03:45:08,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,121.7,22.59,24.3,941.1
03:45:10,45174,0,45174,0,45174,0,45174,0,45174,0,45174,1,45174,1,45174,0,121.8,22.59,24.9,941.1
03:45:12,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,1,45174,0,121.9,22.62,26.1,941.0
03:45:14,45174,1,45174,1,45174,1,45174,0,45174,1,45174,1,45174,1,45174,0,122.0,22.62,24.1,941.0
03:45:16,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,1,121.7,22.65,23.1,941.0
03:45:19,45174,0,45174,0,45174,1,45174,0,45174,0,45174,1,45174,0,45174,1,121.7,22.65,24.3,941.0
03:45:21,45174,0,45174,1,45174,0,45174,1,45174,0,45174,1,45174,1,45174,1,121.8,22.65,24.8,941.0
03:45:23,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,122.0,22.52,24.9,941.1
03:45:25,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,122.3,22.52,24.5,941.1
03:45:27,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,1,45174,0,122.4,22.48,24.6,941.1
03:45:29,45174,1,45174,1,45174,0,45174,0,45174,0,45174,0,45174,1,45174,1,122.4,22.48,24.3,941.1
03:45:31,45174,1,45174,1,45174,0,45174,0,45174,1,45174,0,45174,0,45174,0,121.7,22.44,25.3,941.1
03:45:33,45174,0,45174,1,45174,0,45174,0,45174,1,45174,0,45174,0,45174,1,121.6,22.44,24.5,941.0
03:45:35,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,121.6,22.44,24.0,941.0
03:45:38,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,121.6,22.32,24.2,941.0
03:45:40,45174,1,45174,1,45174,0,45174,0,45174,1,45174,0,45174,1,45174,1,121.5,22.32,24.9,941.0
03:45:42,45174,0,45174,0,45174,1,45174,1,45174,0,45174,1,45174,1,45174,1,121.6,22.30,25.5,941.1
03:45:44,45174,0,45174,0,45174,1,45174,0,45174,0,45174,0,45174,0,45174,0,121.6,22.30,24.4,941.1
03:45:46,45174,1,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,122.1,22.35,24.7,941.1
03:45:48,45174,1,45174,0,45174,1,45174,0,45174,0,45174,1,45174,1,45174,0,121.7,22.35,24.0,941.1
03:45:50,45174,1,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,122.9,22.35,25.5,941.1
03:45:52,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,122.9,22.33,24.0,941.0
03:45:55,45174,1,45174,0,45174,0,45174,0,45174,0,45174,0,45174,1,45174,0,122.9,22.33,24.0,941.0
03:45:57,45174,0,45174,1,45174,0,45174,1,45174,1,45174,1,45174,0,45174,1,123.0,22.30,23.8,941.0
03:45:59,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,122.9,22.30,24.0,941.0
03:46:01,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,121.6,22.35,24.9,941.0
03:46:03,45174,1,45174,0,45174,1,45174,0,45174,1,45174,0,45174,1,45174,1,121.4,22.35,25.4,941.0
03:46:05,45174,1,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,121.5,22.35,25.7,941.0
03:46:07,45174,1,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,122.3,22.25,24.6,941.0
03:46:09,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,122.6,22.25,23.6,941.0
03:46:11,45174,1,45174,0,45174,0,45174,0,45174,0,45174,1,45174,1,45174,0,121.6,22.15,24.8,941.0
03:46:14,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,122.2,22.15,25.4,941.0
03:46:16,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,122.4,22.15,27.3,941.0
03:46:18,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,122.5,21.57,32.7,941.0
03:46:20,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,121.4,21.57,35.5,941.0
03:46:22,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,121.5,21.93,35.0,941.0
03:46:24,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,121.6,21.93,35.0,941.0
03:46:26,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,121.7,21.93,34.6,941.0
03:46:28,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,121.8,21.93,34.6,941.0
03:46:31,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,121.9,21.93,35.7,941.0
03:46:33,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,122.0,22.10,35.1,941.0
03:46:35,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,122.1,22.10,34.9,941.0
03:46:37,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,123.2,22.17,30.9,941.0
03:46:39,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,123.2,22.17,34.4,941.0
03:46:41,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,123.3,22.32,35.6,941.0
03:46:43,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,123.3,22.32,35.0,941.0
03:46:45,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,123.2,22.32,34.7,941.0
03:46:47,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,123.2,22.29,34.6,941.0
03:46:50,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,123.2,22.29,36.5,941.0
03:46:52,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,123.1,22.27,35.4,941.0
03:46:54,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,45174,0,123.2,22.27,34.6,941.0
03:46:56,45590,0,45590,0,45590,0,45590,0,45590,0,45174,0,45590,0,45590,0,123.3,22.49,34.7,941.0
03:46:58,46420,1,46420,0,46420,0,46420,0,46420,0,46420,1,46420,0,46420,0,125.2,22.49,31.4,941.0
03:47:00,47862,0,47862,0,47862,0,47862,0,47862,0,47862,0,47862,0,47862,0,126.9,22.49,33.3,941.0
03:47:02,47864,89,47864,19,47864,78,47864,36,47864,39,47864,57,47864,76,47864,36,127.7,22.61,34.3,941.0
03:47:04,47864,28,47864,83,47864,65,47864,39,47864,29,47864,75,47864,49,47864,29,129.0,22.61,35.1,941.0
03:47:07,47866,71,47866,44,47866,72,47866,64,47866,47,47866,46,47866,73,47866,39,129.3,22.56,34.4,941.0
03:47:09,47868,90,47868,22,47868,74,47868,66,47868,48,47868,31,47868,86,47868,30,130.9,22.56,34.2,941.0
03:47:11,47868,52,47868,28,47868,48,47868,82,47868,60,47868,47,47868,92,47868,78,132.3,22.60,34.9,941.0
03:47:13,47870,63,47870,45,47870,49,47870,68,47870,34,47870,46,47870,59,47870,74,133.7,22.60,34.3,941.0
03:47:15,54330,7,54330,11,54330,8,54330,0,54330,10,54330,7,54330,3,54330,8,136.8,22.60,33.2,941.0
